,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
327,Mahindra Scorpio,Mahindra,Scorpio,2018,35000,Diesel,Automatic,15.4,1450000
328,Mahindra Scorpio,Mahindra,Scorpio,2015,140000,Diesel,Manual,12.05,530000
329,Ford Ecosport,Ford,Ecosport,2016,65597,Diesel,Manual,22.7,575000
330,Hyundai i20,Hyundai,i20,2019,35000,Petrol,Manual,18.6,550000
331,Maruti Ciaz,Maruti,Ciaz,2016,160000,Diesel,Manual,26.21,500000
332,Maruti Baleno,Maruti,Baleno,2022,7124,Petrol,Manual,21.01,643000
333,Ford Ecosport,Ford,Ecosport,2021,15000,Petrol,Manual,18.1,1000000
334,Hyundai Grand,Hyundai,Grand,2018,34000,Petrol,Manual,18.9,550000
335,Volkswagen Vento,Volkswagen,Vento,2013,280000,Diesel,Manual,20.54,300000
336,Tata Tigor,Tata,Tigor,2020,40000,Petrol,Manual,20.3,470000
337,Honda City,Honda,City,2016,77000,Diesel,Manual,26.0,525000
338,Datsun GO,Datsun,GO,2019,15000,Petrol,Manual,19.44,469000
339,Maruti Alto,Maruti,Alto,2014,60000,Petrol,Manual,20.92,210000
340,Maruti Alto,Maruti,Alto,2015,120000,Petrol,Manual,22.74,200000
341,Renault KWID,Renault,KWID,2021,2500,Petrol,Manual,23.01,400000
342,Jaguar XF,Jaguar,XF,2015,50000,Diesel,Automatic,16.36,2150000
343,Maruti Celerio,Maruti,Celerio,2018,46500,Petrol,Manual,23.1,340000
344,Maruti Alto,Maruti,Alto,2007,5000,Petrol,Manual,19.7,95000
345,Maruti Swift,Maruti,Swift,2014,68000,Diesel,Manual,22.9,381000
346,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2013,45000,Diesel,Automatic,14.94,775000
347,Maruti Swift Dzire,Maruti,Swift Dzire,2019,20000,Diesel,Manual,28.4,700000
348,Maruti Ciaz,Maruti,Ciaz,2019,106000,Diesel,Manual,28.09,675000
349,Honda City,Honda,City,2017,28000,Petrol,Automatic,18.0,670000
350,Mahindra XUV500,Mahindra,XUV500,2020,50000,Diesel,Manual,16.0,1050000
352,Honda City,Honda,City,2013,55000,Petrol,Manual,17.0,360000
353,Ford Figo,Ford,Figo,2019,53000,Diesel,Manual,25.83,400000
354,Hyundai Verna,Hyundai,Verna,2016,89000,Diesel,Manual,22.32,470000
355,Maruti Alto,Maruti,Alto,2020,22000,Petrol,Manual,24.7,304000
356,Honda City,Honda,City,2016,69000,Diesel,Manual,26.0,490000
357,Mahindra Scorpio,Mahindra,Scorpio,2018,155000,Diesel,Manual,15.4,864000
358,Mahindra XUV500,Mahindra,XUV500,2015,85000,Diesel,Manual,16.0,480000
359,Maruti Wagon R,Maruti,Wagon R,2021,3600,Petrol,Automatic,20.52,575000
360,Maruti Baleno,Maruti,Baleno,2021,5000,Petrol,Automatic,21.4,686000
361,Toyota Innova,Toyota,Innova,2017,143000,Diesel,Manual,12.99,780000
362,Audi A6,Audi,A6,2020,24000,Diesel,Automatic,17.68,3490000
363,MG Hector,MG,Hector,2021,28000,Diesel,Manual,17.41,1699000
364,Maruti Swift,Maruti,Swift,2021,44000,Diesel,Manual,28.4,800000
365,Maruti Baleno,Maruti,Baleno,2020,10000,Petrol,Automatic,21.4,680000
366,Toyota Fortuner,Toyota,Fortuner,2012,200000,Diesel,Manual,11.5,1200000
367,Toyota Innova,Toyota,Innova,2014,187031,Diesel,Manual,12.99,525000
368,Ford Ecosport,Ford,Ecosport,2021,22346,Petrol,Manual,17.0,955000
369,Hyundai i20,Hyundai,i20,2014,120000,Diesel,Manual,21.9,350000
370,Maruti Vitara,Maruti,Vitara,2022,1000,Petrol,Manual,17.03,800000
371,Maruti Alto,Maruti,Alto,2007,56700,Petrol,Manual,19.7,75000
372,Mahindra XUV500,Mahindra,XUV500,2017,170000,Diesel,Manual,16.0,825000
373,Mahindra Marazzo,Mahindra,Marazzo,2021,60000,Diesel,Manual,17.3,1476000
374,Honda Jazz,Honda,Jazz,2020,40000,Petrol,Automatic,18.2,670000
375,Maruti Alto,Maruti,Alto,2014,28000,Petrol,Manual,19.7,180000
376,Hyundai Grand,Hyundai,Grand,2019,35000,Petrol,Manual,18.9,490000
377,Maruti Baleno,Maruti,Baleno,2019,20000,Petrol,Manual,21.4,550000
378,Hyundai i10,Hyundai,i10,2016,40000,Petrol,Manual,20.36,350000
379,Toyota Innova,Toyota,Innova,2021,35000,Diesel,Manual,13.68,1500000
380,Ford Figo,Ford,Figo,2014,74000,Diesel,Manual,20.0,190000
381,Renault Duster,Renault,Duster,2016,46500,Diesel,Manual,20.45,460000
382,Maruti Swift,Maruti,Swift,2021,8000,Petrol,Automatic,21.21,650000
383,Maruti Ciaz,Maruti,Ciaz,2018,120000,Diesel,Manual,28.09,700000
384,Maruti Swift,Maruti,Swift,2019,34000,Petrol,Manual,20.4,455000
385,Maruti Swift,Maruti,Swift,2016,54000,Petrol,Manual,22.0,365000
386,Maruti Swift Dzire,Maruti,Swift Dzire,2016,11275,Petrol,Manual,19.1,470000
387,Toyota Fortuner,Toyota,Fortuner,2020,35000,Diesel,Automatic,12.9,2950000
388,Maruti Swift,Maruti,Swift,2014,48000,Diesel,Manual,22.9,400000
389,Renault Duster,Renault,Duster,2017,68000,Diesel,Manual,19.87,550000
390,Honda Civic,Honda,Civic,2021,23000,Petrol,Automatic,13.9,1519000
391,Maruti Swift Dzire,Maruti,Swift Dzire,2020,31500,Diesel,Automatic,28.4,740000
392,Honda Amaze,Honda,Amaze,2015,73000,Diesel,Manual,25.8,325000
393,Hyundai Grand,Hyundai,Grand,2022,10000,Petrol,Automatic,20.7,600000
394,Honda Amaze,Honda,Amaze,2015,208000,Diesel,Manual,25.8,300000
395,Hyundai i10,Hyundai,i10,2012,30000,Petrol,Manual,20.36,300000
396,Maruti Wagon R,Maruti,Wagon R,2018,83000,CNG,Manual,26.6,345000
397,Mahindra Scorpio,Mahindra,Scorpio,2020,60000,Diesel,Manual,15.4,900000
398,Mahindra XUV500,Mahindra,XUV500,2018,83000,Diesel,Manual,16.0,1025000
399,Isuzu D-Max,Isuzu,D-Max,2019,58132,Diesel,Manual,12.4,1450000
400,Maruti Swift,Maruti,Swift,2017,34000,Petrol,Manual,20.4,400000
401,Honda Amaze,Honda,Amaze,2016,45120,Diesel,Manual,25.8,367000
402,Hyundai Grand,Hyundai,Grand,2021,15000,Petrol,Automatic,18.9,535000
403,Maruti Ertiga,Maruti,Ertiga,2021,15000,Petrol,Manual,19.34,805000
404,MG Hector,MG,Hector,2022,1000,Petrol,Manual,15.81,1488000
405,Hyundai i10,Hyundai,i10,2014,64000,Petrol,Manual,20.36,250000
406,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2013,98000,Diesel,Automatic,14.21,700000
407,Maruti Vitara,Maruti,Vitara,2018,65000,Diesel,Manual,24.3,675000
408,Maruti Swift,Maruti,Swift,2017,84000,Diesel,Manual,28.4,425000
409,Maruti Alto,Maruti,Alto,2017,33000,Petrol,Manual,22.74,260000
410,Honda City,Honda,City,2018,55670,Petrol,Manual,17.8,700000
411,Maruti Baleno,Maruti,Baleno,2019,50000,Diesel,Manual,27.39,560000
412,Hyundai Verna,Hyundai,Verna,2008,148000,Diesel,Manual,16.8,155000
413,Porsche Cayenne,Porsche,Cayenne,2018,47000,Diesel,Automatic,15.15,5975000
414,Maruti Ertiga,Maruti,Ertiga,2021,18000,Petrol,Manual,19.01,800000
415,BMW 3,BMW,3,2013,52420,Diesel,Automatic,22.69,750000
416,Hyundai Grand,Hyundai,Grand,2017,10000,Petrol,Manual,18.9,350000
417,Toyota Innova,Toyota,Innova,2018,40000,Diesel,Manual,13.68,1380000
418,Mahindra Scorpio,Mahindra,Scorpio,2017,50000,Diesel,Manual,15.4,1000000
419,Maruti Ertiga,Maruti,Ertiga,2020,50000,Petrol,Manual,17.5,700000
420,Maruti Swift Dzire,Maruti,Swift Dzire,2011,76963,Petrol,Manual,17.5,230000
421,BMW 5,BMW,5,2018,52890,Diesel,Automatic,18.12,2800000
422,Maruti Alto,Maruti,Alto,2018,45000,CNG,Manual,30.46,350000
423,Maruti Baleno,Maruti,Baleno,2020,25000,Diesel,Manual,27.39,825000
424,Renault KWID,Renault,KWID,2020,10103,Petrol,Manual,25.17,325000
425,BMW X1,BMW,X1,2016,24000,Diesel,Automatic,17.05,1675000
426,Mahindra XUV500,Mahindra,XUV500,2016,47240,Diesel,Manual,15.1,800000
427,Maruti Celerio,Maruti,Celerio,2021,30000,Petrol,Manual,23.1,400000
428,Toyota Innova,Toyota,Innova,2020,58000,Diesel,Manual,13.68,1750000
429,Audi A4,Audi,A4,2015,65000,Diesel,Automatic,16.55,1200000
430,Hyundai i20,Hyundai,i20,2017,35213,Diesel,Manual,22.54,535000
431,Hyundai Grand,Hyundai,Grand,2017,35000,Petrol,Manual,18.9,356000
432,Mahindra XUV500,Mahindra,XUV500,2014,92000,Diesel,Manual,16.0,550000
433,Maruti Eeco,Maruti,Eeco,2020,34500,CNG,Manual,21.94,360000
434,Maruti Ertiga,Maruti,Ertiga,2019,50000,Diesel,Manual,24.52,700000
435,Hyundai Grand,Hyundai,Grand,2018,30000,Petrol,Manual,18.9,390000
436,Toyota Fortuner,Toyota,Fortuner,2014,51000,Diesel,Automatic,12.55,1245000
437,Mahindra XUV500,Mahindra,XUV500,2019,60000,Diesel,Automatic,16.0,1150000
438,Maruti Wagon R,Maruti,Wagon R,2013,83000,Petrol,Manual,18.9,180000
439,Skoda Rapid,Skoda,Rapid,2016,70000,Petrol,Manual,15.0,425000
440,Ford Freestyle,Ford,Freestyle,2021,50000,Petrol,Manual,19.0,650000
441,Maruti Swift,Maruti,Swift,2014,60000,Diesel,Manual,22.9,400000
442,Honda City,Honda,City,2011,51000,Petrol,Manual,17.0,275000
443,Maruti Alto,Maruti,Alto,2013,40000,Petrol,Manual,19.7,170000
444,Skoda Superb,Skoda,Superb,2012,100000,Petrol,Manual,13.14,235000
445,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2013,160000,Diesel,Automatic,14.84,700000
446,Maruti Alto,Maruti,Alto,2016,70000,Petrol,Manual,23.95,250000
447,Maruti Swift,Maruti,Swift,2015,70000,Petrol,Manual,18.6,350000
448,Hyundai i20,Hyundai,i20,2018,50000,Petrol,Manual,18.6,480000
449,Maruti Swift Dzire,Maruti,Swift Dzire,2019,30000,Petrol,Automatic,21.21,690000
450,Maruti Ciaz,Maruti,Ciaz,2017,60000,Diesel,Manual,26.21,670000
451,Maruti Alto,Maruti,Alto,2013,50000,Petrol,Manual,20.92,250000
452,Mahindra Scorpio,Mahindra,Scorpio,2019,42000,Diesel,Manual,15.4,935000
453,Hyundai Verna,Hyundai,Verna,2021,15000,Petrol,Manual,17.0,1030000
454,Maruti Wagon R,Maruti,Wagon R,2007,33650,Petrol,Manual,18.9,110000
455,Hyundai i20,Hyundai,i20,2017,35000,Petrol,Manual,18.6,470000
456,Maruti Swift,Maruti,Swift,2017,30000,Petrol,Manual,20.4,370000
457,Maruti Celerio,Maruti,Celerio,2020,100000,Petrol,Automatic,23.1,450000
458,Maruti Wagon R,Maruti,Wagon R,2018,58000,CNG,Manual,26.2,275000
459,Maruti Swift Dzire,Maruti,Swift Dzire,2021,4000,Petrol,Automatic,21.21,731000
460,Maruti Wagon R,Maruti,Wagon R,2018,60000,Petrol,Manual,20.51,380000
461,Tata Nexon,Tata,Nexon,2020,60000,Diesel,Manual,21.5,900000
462,Honda Amaze,Honda,Amaze,2018,34000,Petrol,Manual,18.0,500000
463,Datsun GO,Datsun,GO,2019,42000,Petrol,Manual,20.63,330000
464,Tata Hexa,Tata,Hexa,2020,60000,Diesel,Manual,17.6,1400000
465,Hyundai Verna,Hyundai,Verna,2015,80000,Diesel,Manual,22.32,540000
466,Mahindra Bolero,Mahindra,Bolero,2010,120000,Diesel,Manual,13.6,375000
467,Toyota Fortuner,Toyota,Fortuner,2018,50000,Petrol,Automatic,10.26,2600000
468,Ford Ecosport,Ford,Ecosport,2018,35200,Petrol,Automatic,14.7,725000
469,Hyundai i20,Hyundai,i20,2022,3700,Petrol,Manual,18.6,765000
470,Maruti Wagon R,Maruti,Wagon R,2018,25000,Petrol,Manual,20.51,380000
471,Toyota Fortuner,Toyota,Fortuner,2019,64000,Diesel,Automatic,12.9,2625000
472,Mahindra XUV500,Mahindra,XUV500,2015,50000,Diesel,Manual,15.1,621000
473,Maruti Swift Dzire,Maruti,Swift Dzire,2021,15000,Petrol,Manual,21.21,600000
474,Mahindra XUV300,Mahindra,XUV300,2021,30000,Petrol,Manual,17.0,1130000
475,Maruti Swift Dzire,Maruti,Swift Dzire,2022,35000,Petrol,Manual,21.21,670000
476,Ford Endeavour,Ford,Endeavour,2019,62876,Diesel,Automatic,10.91,2875000
477,Honda Amaze,Honda,Amaze,2017,70000,Diesel,Manual,25.8,350000
478,Maruti Swift Dzire,Maruti,Swift Dzire,2017,84003,Diesel,Manual,26.59,530000
479,Mahindra Thar,Mahindra,Thar,2019,55000,Diesel,Manual,16.55,850000
480,Maruti Alto,Maruti,Alto,2018,42000,CNG,Manual,33.44,260000
481,Maruti Alto,Maruti,Alto,2015,31000,Petrol,Manual,20.92,230000
482,Ford Ecosport,Ford,Ecosport,2015,80000,Diesel,Manual,22.7,475000
483,Tata Nexon,Tata,Nexon,2021,6000,Petrol,Manual,17.0,750000
484,Land Rover Rover,Land Rover,Rover,2021,12000,Diesel,Automatic,12.63,4000000
485,Skoda Superb,Skoda,Superb,2015,65000,Diesel,Manual,17.2,499000
486,Honda Jazz,Honda,Jazz,2019,30000,Petrol,Manual,18.7,525000
487,Hyundai i20,Hyundai,i20,2016,10000,Petrol,Manual,18.6,535000
488,Maruti Dzire VXI,Maruti,Dzire VXI,2018,62150,Petrol,Manual,23.26,485000
489,Mahindra XUV500,Mahindra,XUV500,2017,47300,Diesel,Manual,15.1,745000
490,Ford Aspire,Ford,Aspire,2017,63000,Diesel,Manual,25.83,475000
491,Hyundai Grand,Hyundai,Grand,2016,80000,Diesel,Manual,24.0,300000
492,Volvo S90,Volvo,S90,2018,20400,Diesel,Automatic,18.0,3650000
493,Maruti Alto,Maruti,Alto,2018,71000,Petrol,Manual,24.7,299000
494,Maruti Ertiga,Maruti,Ertiga,2019,52000,Diesel,Manual,24.52,695000
495,Hyundai i20,Hyundai,i20,2015,70000,Petrol,Manual,18.5,400000
496,Hyundai Grand,Hyundai,Grand,2022,20000,Petrol,Manual,20.7,650000
497,Hyundai Grand,Hyundai,Grand,2017,70000,Diesel,Manual,24.0,455000
498,Maruti Wagon R,Maruti,Wagon R,2010,100000,Petrol,Manual,18.9,150000
499,Honda Amaze,Honda,Amaze,2020,50000,Petrol,Manual,17.8,550000
500,Hyundai i20,Hyundai,i20,2017,67000,Diesel,Manual,22.54,500000
501,Hyundai Verna,Hyundai,Verna,2015,70000,Diesel,Manual,22.32,365000
502,Honda Amaze,Honda,Amaze,2021,21100,Petrol,Automatic,18.1,775000
503,Hyundai Grand,Hyundai,Grand,2017,50000,Petrol,Manual,18.9,310000
504,Hyundai Venue,Hyundai,Venue,2021,27594,Petrol,Manual,18.27,995000
505,Hyundai i10,Hyundai,i10,2014,70000,Petrol,Manual,19.81,190000
506,Toyota Innova,Toyota,Innova,2018,37000,Diesel,Automatic,11.36,1575000
507,Honda WR-V,Honda,WR-V,2021,25000,Petrol,Manual,17.5,906000
508,Ford Ecosport,Ford,Ecosport,2019,35000,Diesel,Manual,23.0,785000
509,Maruti Alto,Maruti,Alto,2013,11266,Petrol,Manual,20.92,235000
510,Maruti XL6,Maruti,XL6,2021,12005,Petrol,Automatic,17.99,1200000
511,Mahindra Bolero,Mahindra,Bolero,2015,80000,Diesel,Manual,15.96,470000
512,Honda City,Honda,City,2013,119000,Petrol,Manual,17.0,400000
513,Kia Seltos,Kia,Seltos,2022,3500,Petrol,Automatic,16.8,1490000
514,Maruti Baleno,Maruti,Baleno,2021,11000,Petrol,Manual,21.4,535000
515,Skoda Rapid,Skoda,Rapid,2018,47612,Diesel,Manual,21.13,590000
516,Renault KWID,Renault,KWID,2018,41000,Petrol,Manual,25.17,235000
517,Hyundai Creta,Hyundai,Creta,2021,21000,Petrol,Manual,15.8,1250000
518,Maruti Wagon R,Maruti,Wagon R,2017,120000,Petrol,Manual,20.51,300000
519,BMW X1,BMW,X1,2021,22450,Diesel,Automatic,20.68,3011000
520,Maruti Swift,Maruti,Swift,2022,10000,Petrol,Manual,21.21,615000
521,Renault KWID,Renault,KWID,2018,50000,Petrol,Manual,25.17,250000
522,Mahindra XUV500,Mahindra,XUV500,2017,42000,Diesel,Manual,16.0,925000
523,Maruti Swift Dzire,Maruti,Swift Dzire,2021,14000,Diesel,Manual,19.3,725000
524,Renault KWID,Renault,KWID,2020,10000,Petrol,Manual,23.01,350000
525,Maruti Wagon R,Maruti,Wagon R,2019,70000,Petrol,Manual,20.51,360000
526,Honda City,Honda,City,2017,70000,Diesel,Manual,25.1,700000
527,Mahindra XUV500,Mahindra,XUV500,2020,50000,Diesel,Automatic,15.1,1300000
528,Volkswagen Polo,Volkswagen,Polo,2013,64471,Petrol,Manual,15.26,285000
529,Maruti Wagon R,Maruti,Wagon R,2006,50000,Petrol,Manual,18.9,62000
530,Maruti Ignis,Maruti,Ignis,2020,20000,Petrol,Automatic,20.89,550000
531,Honda Amaze,Honda,Amaze,2019,33869,Petrol,Manual,17.8,527000
532,Mahindra Bolero,Mahindra,Bolero,2014,63497,Diesel,Manual,15.96,396000
533,Maruti Swift Dzire,Maruti,Swift Dzire,2016,70000,Petrol,Manual,19.1,384000
534,Hyundai i10,Hyundai,i10,2011,67000,Petrol,Manual,20.36,210000
535,Maruti Swift,Maruti,Swift,2017,50000,Diesel,Manual,25.2,500000
536,Datsun RediGO,Datsun,RediGO,2020,20000,Petrol,Manual,22.7,210000
537,Hyundai Verna,Hyundai,Verna,2014,57000,Petrol,Manual,17.01,425000
538,Mahindra Bolero,Mahindra,Bolero,2013,30000,Diesel,Manual,13.6,425000
539,Maruti Swift Dzire,Maruti,Swift Dzire,2020,80000,Diesel,Automatic,28.4,495000
540,Maruti Alto,Maruti,Alto,2018,50000,Petrol,Manual,24.7,220000
541,Tata Safari,Tata,Safari,2013,190000,Diesel,Manual,11.57,218000
542,Mahindra Bolero,Mahindra,Bolero,2020,60000,Diesel,Manual,15.96,750000
543,Maruti Ciaz,Maruti,Ciaz,2019,60000,Petrol,Automatic,19.12,715000
544,Audi A6,Audi,A6,2016,21000,Diesel,Automatic,17.68,1800000
545,Maruti Alto,Maruti,Alto,2022,5000,Petrol,Manual,22.05,350000
546,Renault KWID,Renault,KWID,2021,25000,Petrol,Manual,25.17,300000
547,Maruti Alto,Maruti,Alto,2012,100000,Petrol,Manual,20.92,168000
548,Land Rover Rover,Land Rover,Rover,2014,175000,Diesel,Automatic,11.8,2500000
549,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2014,86500,Diesel,Automatic,14.21,1400000
550,Maruti Swift Dzire,Maruti,Swift Dzire,2014,120000,Diesel,Manual,19.3,350000
551,Hyundai Verna,Hyundai,Verna,2015,76300,Diesel,Manual,22.32,480000
552,Renault KWID,Renault,KWID,2021,10000,Petrol,Automatic,24.04,400000
553,Hyundai Grand,Hyundai,Grand,2021,36000,Petrol,Manual,18.9,495000
554,Mahindra KUV,Mahindra,KUV,2018,26000,Petrol,Manual,18.15,420000
555,Maruti Swift Dzire,Maruti,Swift Dzire,2020,100000,Diesel,Manual,23.4,531000
556,Ford Ecosport,Ford,Ecosport,2021,4000,Petrol,Manual,17.0,800000
557,Maruti Swift Dzire,Maruti,Swift Dzire,2017,86000,Diesel,Manual,26.59,550000
558,Volkswagen Vento,Volkswagen,Vento,2014,81000,Diesel,Manual,20.54,465000
559,Maruti Alto,Maruti,Alto,2014,41321,Petrol,Manual,19.7,185000
560,Mahindra Bolero,Mahindra,Bolero,2013,46000,Diesel,Manual,13.6,340000
561,Honda City,Honda,City,2011,75000,Petrol,Manual,16.9,340000
562,Maruti Wagon R,Maruti,Wagon R,2011,113000,Petrol,Manual,21.79,135000
563,Hyundai Verna,Hyundai,Verna,2020,15000,Diesel,Automatic,19.08,1225000
564,Honda Amaze,Honda,Amaze,2017,16942,Petrol,Manual,18.0,439000
565,Honda Jazz,Honda,Jazz,2018,29484,Petrol,Manual,18.7,465000
566,Maruti Swift Dzire,Maruti,Swift Dzire,2017,84405,Diesel,Manual,26.59,530000
567,Maruti Swift Dzire,Maruti,Swift Dzire,2019,30000,Petrol,Manual,21.21,650000
568,Maruti Swift,Maruti,Swift,2019,14838,Petrol,Manual,22.0,525000
569,Honda City,Honda,City,2020,31318,Petrol,Manual,17.8,885000
570,Maruti Wagon R,Maruti,Wagon R,2009,63000,Petrol,Manual,21.79,120000
571,Toyota Innova,Toyota,Innova,2014,120000,Diesel,Manual,12.99,860000
572,Maruti Vitara,Maruti,Vitara,2018,50000,Diesel,Manual,24.3,810000
573,Maruti Swift Dzire,Maruti,Swift Dzire,2014,74600,Diesel,Manual,19.3,410000
574,Tata Safari,Tata,Safari,2011,80000,Diesel,Manual,13.93,175000
575,Maruti Swift Dzire,Maruti,Swift Dzire,2017,66000,Petrol,Manual,20.85,400000
576,Honda City,Honda,City,2020,31543,Petrol,Manual,16.8,875000
577,Toyota Innova,Toyota,Innova,2020,80000,Diesel,Manual,13.68,1350000
578,Maruti Swift,Maruti,Swift,2016,60000,Diesel,Manual,25.2,450000
579,Honda City,Honda,City,2017,50000,Diesel,Manual,25.1,700000
580,Audi Q7,Audi,Q7,2015,28000,Diesel,Automatic,12.07,2650000
581,Maruti Swift Dzire,Maruti,Swift Dzire,2014,60000,Petrol,Manual,17.5,350000
582,Maruti Celerio,Maruti,Celerio,2020,18000,Petrol,Manual,21.63,460000
583,Maruti Alto,Maruti,Alto,2013,35000,Petrol,Manual,20.92,220000
584,Hyundai Creta,Hyundai,Creta,2019,48000,Diesel,Manual,19.67,990000
585,Mahindra Scorpio,Mahindra,Scorpio,2018,50000,Diesel,Manual,15.4,950000
586,Mahindra Bolero,Mahindra,Bolero,2014,120000,Diesel,Manual,15.96,460000
587,Maruti Eeco,Maruti,Eeco,2014,20000,CNG,Manual,15.1,220000
588,Mahindra Thar,Mahindra,Thar,2020,50000,Diesel,Manual,16.55,900000
589,Volkswagen Vento,Volkswagen,Vento,2017,53837,Petrol,Automatic,16.93,575000
590,Toyota Fortuner,Toyota,Fortuner,2017,48000,Diesel,Automatic,12.55,1930000
591,Maruti Swift,Maruti,Swift,2015,32000,Petrol,Manual,18.6,475000
592,Renault Triber,Renault,Triber,2022,1784,Petrol,Manual,20.0,660000
593,BMW 3,BMW,3,2013,98955,Diesel,Automatic,13.2,575000
594,Toyota Innova,Toyota,Innova,2015,52000,Diesel,Manual,12.99,625000
595,Hyundai Creta,Hyundai,Creta,2020,39000,Petrol,Automatic,13.0,1250000
596,Mahindra KUV,Mahindra,KUV,2018,78000,Diesel,Manual,25.32,425000
597,Datsun GO,Datsun,GO,2018,58000,Petrol,Manual,19.44,460000
598,Audi A4,Audi,A4,2020,34500,Diesel,Automatic,18.25,3000000
599,Volkswagen Polo,Volkswagen,Polo,2012,60000,Petrol,Manual,16.47,200000
600,Maruti Alto,Maruti,Alto,2015,76000,Petrol,Manual,20.92,211000
601,Maruti Ertiga,Maruti,Ertiga,2017,51000,Diesel,Manual,20.77,600000
602,BMW 3,BMW,3,2016,23746,Diesel,Automatic,22.69,1600000
603,Maruti Alto,Maruti,Alto,2013,55780,Petrol,Manual,20.92,220000
604,Mahindra Scorpio,Mahindra,Scorpio,2019,100000,Diesel,Manual,15.4,880000
605,Hyundai i10,Hyundai,i10,2014,73000,Petrol,Manual,19.81,240000
606,Mahindra Scorpio,Mahindra,Scorpio,2019,20000,Diesel,Manual,15.4,800000
607,Tata Tiago,Tata,Tiago,2019,42000,Diesel,Manual,27.28,435000
608,Maruti Alto,Maruti,Alto,2009,52235,Petrol,Manual,19.7,110000
609,Renault Duster,Renault,Duster,2016,56000,Diesel,Manual,20.45,450000
610,Maruti Alto,Maruti,Alto,2014,37000,Petrol,Manual,20.92,250000
611,Maruti Swift Dzire,Maruti,Swift Dzire,2015,70000,Diesel,Manual,23.4,385000
612,Maruti Swift Dzire,Maruti,Swift Dzire,2015,138000,Diesel,Manual,23.4,400000
613,Maruti Eeco,Maruti,Eeco,2020,22000,CNG,Manual,21.94,480000
614,Honda Amaze,Honda,Amaze,2017,41604,Petrol,Manual,18.0,400000
615,Maruti Ciaz,Maruti,Ciaz,2019,70000,Diesel,Manual,26.32,650000
616,Jaguar XF,Jaguar,XF,2015,30150,Diesel,Automatic,16.36,2011000
617,Ford Ecosport,Ford,Ecosport,2019,39884,Diesel,Manual,23.0,880000
618,Datsun RediGO,Datsun,RediGO,2019,40000,Petrol,Manual,22.5,295000
619,Mahindra Thar,Mahindra,Thar,2017,27000,Diesel,Manual,16.55,800000
620,Hyundai i10,Hyundai,i10,2011,67000,Petrol,Manual,19.81,150000
621,Honda Amaze,Honda,Amaze,2020,25000,Petrol,Automatic,18.1,550000
622,Toyota Fortuner,Toyota,Fortuner,2016,50000,Diesel,Manual,13.0,2000000
623,Honda Amaze,Honda,Amaze,2015,75000,Diesel,Manual,25.8,325000
624,Mahindra Scorpio,Mahindra,Scorpio,2016,80000,Diesel,Manual,12.05,555000
625,Ford Ecosport,Ford,Ecosport,2017,58000,Diesel,Manual,23.0,570000
626,Renault KWID,Renault,KWID,2020,22000,Petrol,Manual,23.01,306000
627,Maruti Celerio,Maruti,Celerio,2018,62000,Petrol,Automatic,23.1,415000
628,Toyota Fortuner,Toyota,Fortuner,2020,28000,Diesel,Automatic,12.9,3200000
629,Maruti Swift,Maruti,Swift,2014,41000,Petrol,Manual,18.6,300000
630,Maruti Ertiga,Maruti,Ertiga,2014,65000,Diesel,Manual,20.77,430000
631,Maruti Alto,Maruti,Alto,2018,10000,Petrol,Manual,23.95,315000
632,Honda City,Honda,City,2016,55000,Diesel,Manual,26.0,549000
633,Maruti Swift Dzire,Maruti,Swift Dzire,2018,47000,Petrol,Manual,22.0,475000
634,Honda City,Honda,City,2016,144000,Diesel,Manual,26.0,410000
635,Maruti Ciaz,Maruti,Ciaz,2018,20500,Petrol,Automatic,19.12,795000
636,Hyundai i20,Hyundai,i20,2018,30000,Diesel,Manual,22.54,820000
637,Mahindra Scorpio,Mahindra,Scorpio,2014,32208,Diesel,Manual,14.0,625000
638,Datsun GO,Datsun,GO,2020,68000,Petrol,Manual,19.83,370000
639,Maruti Swift,Maruti,Swift,2016,90000,Diesel,Manual,25.2,350000
640,Lexus ES,Lexus,ES,2019,34000,Petrol,Automatic,22.37,4100000
641,Maruti Swift,Maruti,Swift,2021,14499,Petrol,Manual,22.0,535000
