,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
427,Ford Ecosport,Ford,Ecosport,2,15000,Petrol,Manual,18.1,1000000
430,Hyundai Grand,Hyundai,Grand,5,34000,Petrol,Manual,18.9,550000
432,Volkswagen Vento,Volkswagen,Vento,10,280000,Diesel,Manual,20.54,300000
433,Tata Tigor,Tata,Tigor,3,40000,Petrol,Manual,20.3,470000
434,Honda City,Honda,City,7,77000,Diesel,Manual,26,525000
435,Datsun GO,Datsun,GO,4,15000,Petrol,Manual,19.44,469000
436,Maruti Alto,Maruti,Alto,9,60000,Petrol,Manual,20.92,210000
437,Maruti Alto,Maruti,Alto,8,120000,Petrol,Manual,22.74,200000
438,Renault KWID,Renault,KWID,2,2500,Petrol,Manual,23.01,400000
439,Jaguar XF,Jaguar,XF,8,50000,Diesel,Automatic,16.36,2150000
440,Maruti Celerio,Maruti,Celerio,5,46500,Petrol,Manual,23.1,340000
441,Maruti Alto,Maruti,Alto,16,5000,Petrol,Manual,19.7,95000
443,Maruti Swift,Maruti,Swift,9,68000,Diesel,Manual,22.9,381000
444,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Diesel,Automatic,14.94,775000
445,Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Diesel,Manual,28.4,700000
446,Maruti Ciaz,Maruti,Ciaz,4,106000,Diesel,Manual,28.09,675000
447,Honda City,Honda,City,6,28000,Petrol,Automatic,18,670000
448,Mahindra XUV500,Mahindra,XUV500,3,50000,Diesel,Manual,16,1050000
450,BMW X5,BMW,X5,2,19000,Diesel,Automatic,13.38,7900000
451,Honda City,Honda,City,10,55000,Petrol,Manual,17,360000
452,Ford Figo,Ford,Figo,4,53000,Diesel,Manual,25.83,400000
453,Hyundai Verna,Hyundai,Verna,7,89000,Diesel,Manual,22.32,470000
454,Maruti Alto,Maruti,Alto,3,22000,Petrol,Manual,24.7,304000
456,Honda City,Honda,City,7,69000,Diesel,Manual,26,490000
457,Mahindra Scorpio,Mahindra,Scorpio,5,155000,Diesel,Manual,15.4,864000
458,Mahindra XUV500,Mahindra,XUV500,8,85000,Diesel,Manual,16,480000
460,Maruti Wagon R,Maruti,Wagon R,2,3600,Petrol,Automatic,20.52,575000
462,Maruti Baleno,Maruti,Baleno,2,5000,Petrol,Automatic,21.4,686000
465,Toyota Innova,Toyota,Innova,6,143000,Diesel,Manual,12.99,780000
466,Audi A6,Audi,A6,3,24000,Diesel,Automatic,17.68,3490000
468,MG Hector,MG,Hector,2,28000,Diesel,Manual,17.41,1699000
470,Maruti Swift,Maruti,Swift,2,44000,Diesel,Manual,28.4,800000
471,Maruti Baleno,Maruti,Baleno,3,10000,Petrol,Automatic,21.4,680000
472,Toyota Fortuner,Toyota,Fortuner,11,200000,Diesel,Manual,11.5,1200000
473,Toyota Innova,Toyota,Innova,9,187031,Diesel,Manual,12.99,525000
474,Ford Ecosport,Ford,Ecosport,2,22346,Petrol,Manual,17,955000
475,Hyundai i20,Hyundai,i20,9,120000,Diesel,Manual,21.9,350000
476,Maruti Vitara,Maruti,Vitara,1,1000,Petrol,Manual,17.03,800000
477,Maruti Alto,Maruti,Alto,16,56700,Petrol,Manual,19.7,75000
478,Mahindra XUV500,Mahindra,XUV500,6,170000,Diesel,Manual,16,825000
479,Mahindra Marazzo,Mahindra,Marazzo,2,60000,Diesel,Manual,17.3,1476000
480,Honda Jazz,Honda,Jazz,3,40000,Petrol,Automatic,18.2,670000
481,Maruti Alto,Maruti,Alto,9,28000,Petrol,Manual,19.7,180000
483,Hyundai Grand,Hyundai,Grand,4,35000,Petrol,Manual,18.9,490000
484,Maruti Baleno,Maruti,Baleno,4,20000,Petrol,Manual,21.4,550000
485,Hyundai i10,Hyundai,i10,7,40000,Petrol,Manual,20.36,350000
487,Toyota Innova,Toyota,Innova,2,35000,Diesel,Manual,13.68,1500000
489,Ford Figo,Ford,Figo,9,74000,Diesel,Manual,20,190000
491,Renault Duster,Renault,Duster,7,46500,Diesel,Manual,20.45,460000
492,Maruti Swift,Maruti,Swift,2,8000,Petrol,Automatic,21.21,650000
493,Maruti Ciaz,Maruti,Ciaz,5,120000,Diesel,Manual,28.09,700000
496,Maruti Swift,Maruti,Swift,4,34000,Petrol,Manual,20.4,455000
498,Maruti Swift,Maruti,Swift,7,54000,Petrol,Manual,22,365000
500,Maruti Swift Dzire,Maruti,Swift Dzire,7,11275,Petrol,Manual,19.1,470000
502,Toyota Fortuner,Toyota,Fortuner,3,35000,Diesel,Automatic,12.9,2950000
504,Maruti Swift,Maruti,Swift,9,48000,Diesel,Manual,22.9,400000
505,Renault Duster,Renault,Duster,6,68000,Diesel,Manual,19.87,550000
506,Honda Civic,Honda,Civic,2,23000,Petrol,Automatic,13.9,1519000
507,Maruti Swift Dzire,Maruti,Swift Dzire,3,31500,Diesel,Automatic,28.4,740000
512,Honda Amaze,Honda,Amaze,8,73000,Diesel,Manual,25.8,325000
513,Hyundai Grand,Hyundai,Grand,1,10000,Petrol,Automatic,20.7,600000
514,Honda Amaze,Honda,Amaze,8,208000,Diesel,Manual,25.8,300000
515,Hyundai i10,Hyundai,i10,11,30000,Petrol,Manual,20.36,300000
516,Maruti Wagon R,Maruti,Wagon R,5,83000,CNG,Manual,26.6,345000
517,Mahindra Scorpio,Mahindra,Scorpio,3,60000,Diesel,Manual,15.4,900000
518,Mahindra XUV500,Mahindra,XUV500,5,83000,Diesel,Manual,16,1025000
519,Isuzu D-Max,Isuzu,D-Max,4,58132,Diesel,Manual,12.4,1450000
520,Maruti Swift,Maruti,Swift,6,34000,Petrol,Manual,20.4,400000
521,Honda Amaze,Honda,Amaze,7,45120,Diesel,Manual,25.8,367000
522,Hyundai Grand,Hyundai,Grand,2,15000,Petrol,Automatic,18.9,535000
523,Maruti Ertiga,Maruti,Ertiga,2,15000,Petrol,Manual,19.34,805000
524,MG Hector,MG,Hector,1,1000,Petrol,Manual,15.81,1488000
525,Hyundai i10,Hyundai,i10,9,64000,Petrol,Manual,20.36,250000
526,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,98000,Diesel,Automatic,14.21,700000
527,Maruti Vitara,Maruti,Vitara,5,65000,Diesel,Manual,24.3,675000
528,Maruti Swift,Maruti,Swift,6,84000,Diesel,Manual,28.4,425000
529,Maruti Alto,Maruti,Alto,6,33000,Petrol,Manual,22.74,260000
531,Honda City,Honda,City,5,55670,Petrol,Manual,17.8,700000
532,Maruti Baleno,Maruti,Baleno,4,50000,Diesel,Manual,27.39,560000
533,Hyundai Verna,Hyundai,Verna,15,148000,Diesel,Manual,16.8,155000
534,Porsche Cayenne,Porsche,Cayenne,5,47000,Diesel,Automatic,15.15,5975000
535,Maruti Ertiga,Maruti,Ertiga,2,18000,Petrol,Manual,19.01,800000
536,BMW 3,BMW,3,10,52420,Diesel,Automatic,22.69,750000
537,Hyundai Grand,Hyundai,Grand,6,10000,Petrol,Manual,18.9,350000
538,Toyota Innova,Toyota,Innova,5,40000,Diesel,Manual,13.68,1380000
540,Mahindra Scorpio,Mahindra,Scorpio,6,50000,Diesel,Manual,15.4,1000000
541,Maruti Ertiga,Maruti,Ertiga,3,50000,Petrol,Manual,17.5,700000
542,Maruti Swift Dzire,Maruti,Swift Dzire,12,76963,Petrol,Manual,17.5,230000
543,BMW 5,BMW,5,5,52890,Diesel,Automatic,18.12,2800000
544,Maruti Alto,Maruti,Alto,5,45000,CNG,Manual,30.46,350000
546,Maruti Baleno,Maruti,Baleno,3,25000,Diesel,Manual,27.39,825000
547,Renault KWID,Renault,KWID,3,10103,Petrol,Manual,25.17,325000
549,BMW X1,BMW,X1,7,24000,Diesel,Automatic,17.05,1675000
550,Mahindra XUV500,Mahindra,XUV500,7,47240,Diesel,Manual,15.1,800000
551,Maruti Celerio,Maruti,Celerio,2,30000,Petrol,Manual,23.1,400000
552,Toyota Innova,Toyota,Innova,3,58000,Diesel,Manual,13.68,1750000
554,Audi A4,Audi,A4,8,65000,Diesel,Automatic,16.55,1200000
555,Hyundai i20,Hyundai,i20,6,35213,Diesel,Manual,22.54,535000
556,Hyundai Grand,Hyundai,Grand,6,35000,Petrol,Manual,18.9,356000
557,Mahindra XUV500,Mahindra,XUV500,9,92000,Diesel,Manual,16,550000
558,Maruti Eeco,Maruti,Eeco,3,34500,CNG,Manual,21.94,360000
559,Maruti Ertiga,Maruti,Ertiga,4,50000,Diesel,Manual,24.52,700000
560,Hyundai Grand,Hyundai,Grand,5,30000,Petrol,Manual,18.9,390000
561,Toyota Fortuner,Toyota,Fortuner,9,51000,Diesel,Automatic,12.55,1245000
562,Mahindra XUV500,Mahindra,XUV500,4,60000,Diesel,Automatic,16,1150000
563,Maruti Wagon R,Maruti,Wagon R,10,83000,Petrol,Manual,18.9,180000
564,Skoda Rapid,Skoda,Rapid,7,70000,Petrol,Manual,15,425000
565,Ford Freestyle,Ford,Freestyle,2,50000,Petrol,Manual,19,650000
567,Maruti Swift,Maruti,Swift,9,60000,Diesel,Manual,22.9,400000
568,Honda City,Honda,City,12,51000,Petrol,Manual,17,275000
570,Maruti Alto,Maruti,Alto,10,40000,Petrol,Manual,19.7,170000
571,Skoda Superb,Skoda,Superb,11,100000,Petrol,Manual,13.14,235000
572,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,160000,Diesel,Automatic,14.84,700000
573,Maruti Alto,Maruti,Alto,7,70000,Petrol,Manual,23.95,250000
574,Maruti Swift,Maruti,Swift,8,70000,Petrol,Manual,18.6,350000
577,Hyundai i20,Hyundai,i20,5,50000,Petrol,Manual,18.6,480000
578,Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Petrol,Automatic,21.21,690000
580,Maruti Ciaz,Maruti,Ciaz,6,60000,Diesel,Manual,26.21,670000
581,Maruti Alto,Maruti,Alto,10,50000,Petrol,Manual,20.92,250000
582,Mahindra Scorpio,Mahindra,Scorpio,4,42000,Diesel,Manual,15.4,935000
583,Hyundai Verna,Hyundai,Verna,2,15000,Petrol,Manual,17,1030000
584,Maruti Wagon R,Maruti,Wagon R,16,33650,Petrol,Manual,18.9,110000
588,Hyundai i20,Hyundai,i20,6,35000,Petrol,Manual,18.6,470000
589,Maruti Swift,Maruti,Swift,6,30000,Petrol,Manual,20.4,370000
591,Maruti Celerio,Maruti,Celerio,3,100000,Petrol,Automatic,23.1,450000
592,Maruti Wagon R,Maruti,Wagon R,5,58000,CNG,Manual,26.2,275000
594,Maruti Swift Dzire,Maruti,Swift Dzire,2,4000,Petrol,Automatic,21.21,731000
595,Maruti Wagon R,Maruti,Wagon R,5,60000,Petrol,Manual,20.51,380000
598,Tata Nexon,Tata,Nexon,3,60000,Diesel,Manual,21.5,900000
599,Honda Amaze,Honda,Amaze,5,34000,Petrol,Manual,18,500000
600,Datsun GO,Datsun,GO,4,42000,Petrol,Manual,20.63,330000
601,Tata Hexa,Tata,Hexa,3,60000,Diesel,Manual,17.6,1400000
602,Hyundai Verna,Hyundai,Verna,8,80000,Diesel,Manual,22.32,540000
604,Mahindra Bolero,Mahindra,Bolero,13,120000,Diesel,Manual,13.6,375000
605,Toyota Fortuner,Toyota,Fortuner,5,50000,Petrol,Automatic,10.26,2600000
606,Ford Ecosport,Ford,Ecosport,5,35200,Petrol,Automatic,14.7,725000
607,Hyundai i20,Hyundai,i20,1,3700,Petrol,Manual,18.6,765000
608,Maruti Wagon R,Maruti,Wagon R,5,25000,Petrol,Manual,20.51,380000
609,Toyota Fortuner,Toyota,Fortuner,4,64000,Diesel,Automatic,12.9,2625000
610,Mahindra XUV500,Mahindra,XUV500,8,50000,Diesel,Manual,15.1,621000
611,Maruti Swift Dzire,Maruti,Swift Dzire,2,15000,Petrol,Manual,21.21,600000
612,Mahindra XUV300,Mahindra,XUV300,2,30000,Petrol,Manual,17,1130000
613,Maruti Swift Dzire,Maruti,Swift Dzire,1,35000,Petrol,Manual,21.21,670000
614,Ford Endeavour,Ford,Endeavour,4,62876,Diesel,Automatic,10.91,2875000
615,Honda Amaze,Honda,Amaze,6,70000,Diesel,Manual,25.8,350000
616,Maruti Swift Dzire,Maruti,Swift Dzire,6,84003,Diesel,Manual,26.59,530000
617,Mahindra Thar,Mahindra,Thar,4,55000,Diesel,Manual,16.55,850000
618,Maruti Alto,Maruti,Alto,5,42000,CNG,Manual,33.44,260000
620,Maruti Alto,Maruti,Alto,8,31000,Petrol,Manual,20.92,230000
622,Ford Ecosport,Ford,Ecosport,8,80000,Diesel,Manual,22.7,475000
623,Tata Nexon,Tata,Nexon,2,6000,Petrol,Manual,17,750000
625,Land Rover Rover,Land Rover,Rover,2,12000,Diesel,Automatic,12.63,4000000
627,Skoda Superb,Skoda,Superb,8,65000,Diesel,Manual,17.2,499000
628,Honda Jazz,Honda,Jazz,4,30000,Petrol,Manual,18.7,525000
629,Hyundai i20,Hyundai,i20,7,10000,Petrol,Manual,18.6,535000
630,Maruti Dzire VXI,Maruti,Dzire VXI,5,62150,Petrol,Manual,23.26,485000
631,Mahindra XUV500,Mahindra,XUV500,6,47300,Diesel,Manual,15.1,745000
632,Ford Aspire,Ford,Aspire,6,63000,Diesel,Manual,25.83,475000
633,Hyundai Grand,Hyundai,Grand,7,80000,Diesel,Manual,24,300000
634,Volvo S90,Volvo,S90,5,20400,Diesel,Automatic,18,3650000
638,Maruti Alto,Maruti,Alto,5,71000,Petrol,Manual,24.7,299000
639,Maruti Ertiga,Maruti,Ertiga,4,52000,Diesel,Manual,24.52,695000
641,Hyundai i20,Hyundai,i20,8,70000,Petrol,Manual,18.5,400000
642,Hyundai Grand,Hyundai,Grand,1,20000,Petrol,Manual,20.7,650000
643,Hyundai Grand,Hyundai,Grand,6,70000,Diesel,Manual,24,455000
645,Maruti Wagon R,Maruti,Wagon R,13,100000,Petrol,Manual,18.9,150000
646,Honda Amaze,Honda,Amaze,3,50000,Petrol,Manual,17.8,550000
647,Hyundai i20,Hyundai,i20,6,67000,Diesel,Manual,22.54,500000
648,Hyundai Verna,Hyundai,Verna,8,70000,Diesel,Manual,22.32,365000
649,Honda Amaze,Honda,Amaze,2,21100,Petrol,Automatic,18.1,775000
650,Hyundai Grand,Hyundai,Grand,6,50000,Petrol,Manual,18.9,310000
651,Hyundai Venue,Hyundai,Venue,2,27594,Petrol,Manual,18.27,995000
652,Hyundai i10,Hyundai,i10,9,70000,Petrol,Manual,19.81,190000
653,Toyota Innova,Toyota,Innova,5,37000,Diesel,Automatic,11.36,1575000
654,Honda WR-V,Honda,WR-V,2,25000,Petrol,Manual,17.5,906000
655,Ford Ecosport,Ford,Ecosport,4,35000,Diesel,Manual,23,785000
656,Maruti Alto,Maruti,Alto,10,11266,Petrol,Manual,20.92,235000
657,Maruti XL6,Maruti,XL6,2,12005,Petrol,Automatic,17.99,1200000
658,Mahindra Bolero,Mahindra,Bolero,8,80000,Diesel,Manual,15.96,470000
659,Honda City,Honda,City,10,119000,Petrol,Manual,17,400000
660,Kia Seltos,Kia,Seltos,1,3500,Petrol,Automatic,16.8,1490000
661,Maruti Baleno,Maruti,Baleno,2,11000,Petrol,Manual,21.4,535000
662,Skoda Rapid,Skoda,Rapid,5,47612,Diesel,Manual,21.13,590000
663,Renault KWID,Renault,KWID,5,41000,Petrol,Manual,25.17,235000
664,Hyundai Creta,Hyundai,Creta,2,21000,Petrol,Manual,15.8,1250000
665,Maruti Wagon R,Maruti,Wagon R,6,120000,Petrol,Manual,20.51,300000
667,BMW X1,BMW,X1,2,22450,Diesel,Automatic,20.68,3011000
668,Maruti Swift,Maruti,Swift,1,10000,Petrol,Manual,21.21,615000
669,Renault KWID,Renault,KWID,5,50000,Petrol,Manual,25.17,250000
670,Mahindra XUV500,Mahindra,XUV500,6,42000,Diesel,Manual,16,925000
672,Maruti Swift Dzire,Maruti,Swift Dzire,2,14000,Diesel,Manual,19.3,725000
673,Renault KWID,Renault,KWID,3,10000,Petrol,Manual,23.01,350000
674,Maruti Wagon R,Maruti,Wagon R,4,70000,Petrol,Manual,20.51,360000
676,Honda City,Honda,City,6,70000,Diesel,Manual,25.1,700000
678,Mahindra XUV500,Mahindra,XUV500,3,50000,Diesel,Automatic,15.1,1300000
679,Volkswagen Polo,Volkswagen,Polo,10,64471,Petrol,Manual,15.26,285000
680,Maruti Wagon R,Maruti,Wagon R,17,50000,Petrol,Manual,18.9,62000
681,Maruti Ignis,Maruti,Ignis,3,20000,Petrol,Automatic,20.89,550000
683,Honda Amaze,Honda,Amaze,4,33869,Petrol,Manual,17.8,527000
685,Mahindra Bolero,Mahindra,Bolero,9,63497,Diesel,Manual,15.96,396000
686,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Petrol,Manual,19.1,384000
687,Hyundai i10,Hyundai,i10,12,67000,Petrol,Manual,20.36,210000
689,Maruti Swift,Maruti,Swift,6,50000,Diesel,Manual,25.2,500000
691,Datsun RediGO,Datsun,RediGO,3,20000,Petrol,Manual,22.7,210000
692,Hyundai Verna,Hyundai,Verna,9,57000,Petrol,Manual,17.01,425000
693,Mahindra Bolero,Mahindra,Bolero,10,30000,Diesel,Manual,13.6,425000
694,Maruti Swift Dzire,Maruti,Swift Dzire,3,80000,Diesel,Automatic,28.4,495000
695,Maruti Alto,Maruti,Alto,5,50000,Petrol,Manual,24.7,220000
696,Tata Safari,Tata,Safari,10,190000,Diesel,Manual,11.57,218000
697,Mahindra Bolero,Mahindra,Bolero,3,60000,Diesel,Manual,15.96,750000
698,Maruti Ciaz,Maruti,Ciaz,4,60000,Petrol,Automatic,19.12,715000
699,Audi A6,Audi,A6,7,21000,Diesel,Automatic,17.68,1800000
702,Maruti Alto,Maruti,Alto,1,5000,Petrol,Manual,22.05,350000
703,Renault KWID,Renault,KWID,2,25000,Petrol,Manual,25.17,300000
704,Maruti Alto,Maruti,Alto,11,100000,Petrol,Manual,20.92,168000
705,Land Rover Rover,Land Rover,Rover,9,175000,Diesel,Automatic,11.8,2500000
706,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,86500,Diesel,Automatic,14.21,1400000
708,Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Diesel,Manual,19.3,350000
710,Hyundai Verna,Hyundai,Verna,8,76300,Diesel,Manual,22.32,480000
711,Renault KWID,Renault,KWID,2,10000,Petrol,Automatic,24.04,400000
712,Hyundai Grand,Hyundai,Grand,2,36000,Petrol,Manual,18.9,495000
713,Mahindra KUV,Mahindra,KUV,5,26000,Petrol,Manual,18.15,420000
714,Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,Diesel,Manual,23.4,531000
716,Ford Ecosport,Ford,Ecosport,2,4000,Petrol,Manual,17,800000
717,Maruti Swift Dzire,Maruti,Swift Dzire,6,86000,Diesel,Manual,26.59,550000
718,Volkswagen Vento,Volkswagen,Vento,9,81000,Diesel,Manual,20.54,465000
719,Maruti Alto,Maruti,Alto,9,41321,Petrol,Manual,19.7,185000
720,Mahindra Bolero,Mahindra,Bolero,10,46000,Diesel,Manual,13.6,340000
722,Honda City,Honda,City,12,75000,Petrol,Manual,16.9,340000
723,Maruti Wagon R,Maruti,Wagon R,12,113000,Petrol,Manual,21.79,135000
724,Hyundai Verna,Hyundai,Verna,3,15000,Diesel,Automatic,19.08,1225000
725,Honda Amaze,Honda,Amaze,6,16942,Petrol,Manual,18,439000
726,Honda Jazz,Honda,Jazz,5,29484,Petrol,Manual,18.7,465000
728,Maruti Swift Dzire,Maruti,Swift Dzire,6,84405,Diesel,Manual,26.59,530000
729,Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Petrol,Manual,21.21,650000
730,Maruti Swift,Maruti,Swift,4,14838,Petrol,Manual,22,525000
731,Honda City,Honda,City,3,31318,Petrol,Manual,17.8,885000
732,Maruti Wagon R,Maruti,Wagon R,14,63000,Petrol,Manual,21.79,120000
733,Toyota Innova,Toyota,Innova,9,120000,Diesel,Manual,12.99,860000
734,Maruti Vitara,Maruti,Vitara,5,50000,Diesel,Manual,24.3,810000
735,Maruti Swift Dzire,Maruti,Swift Dzire,9,74600,Diesel,Manual,19.3,410000
736,Tata Safari,Tata,Safari,12,80000,Diesel,Manual,13.93,175000
737,Maruti Swift Dzire,Maruti,Swift Dzire,6,66000,Petrol,Manual,20.85,400000
738,Honda City,Honda,City,3,31543,Petrol,Manual,16.8,875000
739,Toyota Innova,Toyota,Innova,3,80000,Diesel,Manual,13.68,1350000
740,Maruti Swift,Maruti,Swift,7,60000,Diesel,Manual,25.2,450000
742,Honda City,Honda,City,6,50000,Diesel,Manual,25.1,700000
743,Audi Q7,Audi,Q7,8,28000,Diesel,Automatic,12.07,2650000
744,Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Petrol,Manual,17.5,350000
746,Maruti Celerio,Maruti,Celerio,3,18000,Petrol,Manual,21.63,460000
747,Maruti Alto,Maruti,Alto,10,35000,Petrol,Manual,20.92,220000
748,Hyundai Creta,Hyundai,Creta,4,48000,Diesel,Manual,19.67,990000
749,Mahindra Scorpio,Mahindra,Scorpio,5,50000,Diesel,Manual,15.4,950000
750,Mahindra Bolero,Mahindra,Bolero,9,120000,Diesel,Manual,15.96,460000
751,Maruti Eeco,Maruti,Eeco,9,20000,CNG,Manual,15.1,220000
752,Mahindra Thar,Mahindra,Thar,3,50000,Diesel,Manual,16.55,900000
753,Volkswagen Vento,Volkswagen,Vento,6,53837,Petrol,Automatic,16.93,575000
754,Toyota Fortuner,Toyota,Fortuner,6,48000,Diesel,Automatic,12.55,1930000
756,Maruti Swift,Maruti,Swift,8,32000,Petrol,Manual,18.6,475000
757,Renault Triber,Renault,Triber,1,1784,Petrol,Manual,20,660000
758,BMW 3,BMW,3,10,98955,Diesel,Automatic,13.2,575000
759,Toyota Innova,Toyota,Innova,8,52000,Diesel,Manual,12.99,625000
760,Hyundai Creta,Hyundai,Creta,3,39000,Petrol,Automatic,13,1250000
762,Mahindra KUV,Mahindra,KUV,5,78000,Diesel,Manual,25.32,425000
763,Datsun GO,Datsun,GO,5,58000,Petrol,Manual,19.44,460000
764,Audi A4,Audi,A4,3,34500,Diesel,Automatic,18.25,3000000
765,Volkswagen Polo,Volkswagen,Polo,11,60000,Petrol,Manual,16.47,200000
766,Maruti Alto,Maruti,Alto,8,76000,Petrol,Manual,20.92,211000
768,Maruti Ertiga,Maruti,Ertiga,6,51000,Diesel,Manual,20.77,600000
769,BMW 3,BMW,3,7,23746,Diesel,Automatic,22.69,1600000
770,Maruti Alto,Maruti,Alto,10,55780,Petrol,Manual,20.92,220000
771,Mahindra Scorpio,Mahindra,Scorpio,4,100000,Diesel,Manual,15.4,880000
772,Hyundai i10,Hyundai,i10,9,73000,Petrol,Manual,19.81,240000
773,Mahindra Scorpio,Mahindra,Scorpio,4,20000,Diesel,Manual,15.4,800000
774,Tata Tiago,Tata,Tiago,4,42000,Diesel,Manual,27.28,435000
775,Maruti Alto,Maruti,Alto,14,52235,Petrol,Manual,19.7,110000
776,Renault Duster,Renault,Duster,7,56000,Diesel,Manual,20.45,450000
777,Maruti Alto,Maruti,Alto,9,37000,Petrol,Manual,20.92,250000
778,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,385000
780,Maruti Swift Dzire,Maruti,Swift Dzire,8,138000,Diesel,Manual,23.4,400000
781,Maruti Eeco,Maruti,Eeco,3,22000,CNG,Manual,21.94,480000
782,Honda Amaze,Honda,Amaze,6,41604,Petrol,Manual,18,400000
784,Maruti Ciaz,Maruti,Ciaz,4,70000,Diesel,Manual,26.32,650000
785,Jaguar XF,Jaguar,XF,8,30150,Diesel,Automatic,16.36,2011000
786,Ford Ecosport,Ford,Ecosport,4,39884,Diesel,Manual,23,880000
787,Datsun RediGO,Datsun,RediGO,4,40000,Petrol,Manual,22.5,295000
788,Mahindra Thar,Mahindra,Thar,6,27000,Diesel,Manual,16.55,800000
789,Hyundai i10,Hyundai,i10,12,67000,Petrol,Manual,19.81,150000
791,Honda Amaze,Honda,Amaze,3,25000,Petrol,Automatic,18.1,550000
792,Toyota Fortuner,Toyota,Fortuner,7,50000,Diesel,Manual,13,2000000
793,Honda Amaze,Honda,Amaze,8,75000,Diesel,Manual,25.8,325000
794,Mahindra Scorpio,Mahindra,Scorpio,7,80000,Diesel,Manual,12.05,555000
795,Ford Ecosport,Ford,Ecosport,6,58000,Diesel,Manual,23,570000
796,Renault KWID,Renault,KWID,3,22000,Petrol,Manual,23.01,306000
797,Maruti Celerio,Maruti,Celerio,5,62000,Petrol,Automatic,23.1,415000
798,Toyota Fortuner,Toyota,Fortuner,3,28000,Diesel,Automatic,12.9,3200000
799,Maruti Swift,Maruti,Swift,9,41000,Petrol,Manual,18.6,300000
801,Maruti Ertiga,Maruti,Ertiga,9,65000,Diesel,Manual,20.77,430000
802,Maruti Alto,Maruti,Alto,5,10000,Petrol,Manual,23.95,315000
803,Honda City,Honda,City,7,55000,Diesel,Manual,26,549000
804,Maruti Swift Dzire,Maruti,Swift Dzire,5,47000,Petrol,Manual,22,475000
807,Honda City,Honda,City,7,144000,Diesel,Manual,26,410000
808,Maruti Ciaz,Maruti,Ciaz,5,20500,Petrol,Automatic,19.12,795000
809,Hyundai i20,Hyundai,i20,5,30000,Diesel,Manual,22.54,820000
810,Mahindra Scorpio,Mahindra,Scorpio,9,32208,Diesel,Manual,14,625000
811,Datsun GO,Datsun,GO,3,68000,Petrol,Manual,19.83,370000
812,Maruti Swift,Maruti,Swift,7,90000,Diesel,Manual,25.2,350000
814,Lexus ES,Lexus,ES,4,34000,Petrol,Automatic,22.37,4100000
815,Maruti Swift,Maruti,Swift,2,14499,Petrol,Manual,22,535000
816,Hyundai Venue,Hyundai,Venue,2,34000,Petrol,Automatic,18.15,1050000
817,Tata Tiago,Tata,Tiago,5,17500,Diesel,Manual,27.28,400000
818,Maruti Eeco,Maruti,Eeco,6,39900,CNG,Manual,15.1,275000
819,Maruti Alto,Maruti,Alto,16,120000,Petrol,Manual,19.7,95000
820,Jeep Wrangler,Jeep,Wrangler,4,40000,Petrol,Automatic,9.5,4875000
821,Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,Diesel,Manual,23.4,400000
823,Maruti Alto,Maruti,Alto,16,40000,Petrol,Manual,19.7,121000
824,Maruti Swift Dzire,Maruti,Swift Dzire,7,40000,Petrol,Manual,19.1,550000
825,Hyundai Grand,Hyundai,Grand,3,10000,Petrol,Manual,18.9,510000
826,Maruti Baleno,Maruti,Baleno,3,10000,Petrol,Automatic,21.4,800000
827,Maruti Swift,Maruti,Swift,2,30000,Petrol,Manual,21.21,592000
828,Honda Amaze,Honda,Amaze,2,4717,Petrol,Automatic,19,785000
830,Maruti Ciaz,Maruti,Ciaz,5,30000,Petrol,Manual,20.73,625000
832,Ford Ecosport,Ford,Ecosport,7,150000,Diesel,Manual,22.7,470000
834,Maruti Swift,Maruti,Swift,4,90000,Diesel,Manual,28.4,620000
835,Honda City,Honda,City,7,100000,Diesel,Manual,26,570000
836,Toyota Innova,Toyota,Innova,2,46000,Diesel,Automatic,11.36,1811000
838,Toyota Camry,Toyota,Camry,5,32000,Petrol,Automatic,19.16,2300000
839,Hyundai Creta,Hyundai,Creta,3,71000,Diesel,Manual,19.67,1100000
841,Ford Ecosport,Ford,Ecosport,6,61000,Petrol,Manual,15.8,525000
842,Honda Jazz,Honda,Jazz,9,58000,Petrol,Manual,16.7,320000
844,Honda Jazz,Honda,Jazz,5,23000,Diesel,Manual,27.3,525000
846,Maruti Alto,Maruti,Alto,6,20000,Petrol,Manual,23.95,275000
847,Hyundai Elantra,Hyundai,Elantra,8,56000,Diesel,Automatic,19.5,590000
848,Maruti Baleno,Maruti,Baleno,5,33000,Diesel,Manual,27.39,510000
